ag2 0.2724262829472392
alf3 0.5625519629977979
ali3 0.3616640939692215
ar 0.574222644190731
as2 0.3643110333554068
ash3 0.3829193465094164
b2h6 0.4515510484082785
beo 0.3630685935063898
bf 0.4115298203472006
bh3 0.4891563880091738
bn 0.4382491526794079
br2 0.3874353219397604
brk 0.3003646202521679
c2h2 0.424554992121275
c2h3br 0.3413062461541176
c2h3cl 0.3721672560573405
c2h3f 0.389455195296446
c2h3i 0.3441489906571669
c2h4 0.3926700754914749
c2h4o 0.3742408837061821
c2h6 0.4669242470886925
c2h6o 0.3900213861572611
c3h6 0.3989126023446376
c3h8 0.4427759631101872
c4 0.4142936101255767
c4h10 0.4249688961673065
c4h10o 0.3582712112962596
c4h4n2o2 0.3515497477929211
c4h5n3o 0.3228259778644873
c5h5n5 0.3060739961496759
c5h5n5o 0.2954969373719646
c5h5n 0.3571164568226997
c5h6 0.3194744180696215
c5h6n2o2 0.336317548578475
c6f6 0.3728308466389457
c6h5nh2 0.293108605854306
c6h5oh 0.3194768949884792
c6h6 0.3423516350167761
c7h8 0.3272072522987174
c8h10 0.3253498312231719
c8h8 0.3088712826977644
cbr4 0.3849838429454916
ccl4 0.426440571639011
cf4 0.5967005519985372
ch2o2 0.4197723385473595
ch4 0.5285270400838644
ch4o 0.4027837048230238
ci4 0.3419156540901157
cl2 0.4210016872749345
clh 0.4646596702444215
co2 0.5046118745953929
co 0.5281702735391457
con2h4 0.3703923563212583
cs2 0.3680087425287299
cu2 0.2710646362601627
f2 0.570645899186897
f2mg 0.5036757121357822
fh 0.5843392485407424
gacl 0.3596596640107879
geh4 0.4605399362978176
h2 0.602796783308546
h2co 0.3960636113922804
h2nnh2 0.3535744486356973
h2o 0.4585014598875994
he 0.9008081981984266
hn3 0.3939073278884597
hooh 0.4185220882784314
i2 0.3509899242725329
k2 0.1499193908560685
kh 0.2251143999547542
kr 0.5136938689502356
li2 0.1936799485788843
lif 0.4143645746186831
lih 0.2925856488364659
mgcl2 0.4320228235922915
mgo 0.3003087497157103
n2 0.5731473616437678
na2 0.1815691784761806
na4 0.156238706449073
na6 0.160604944883906
nacl 0.3351376650079992
nccu 0.3930101146265476
nch 0.510872464157246
ne 0.7793260796523486
nh3 0.3957176450665759
o3 0.4699729385704319
ocs 0.4131305723046609
ocse 0.3857268396972953
p2 0.3893275162297157
ph3 0.3883051976977074
pn 0.4335799356041851
rb2 0.1445244904051375
sf4 0.466800825454354
sh2 0.3804625399850833
si2h6 0.3934309209074687
si5h12 0.343838105475161
sih4 0.4720119536230148
so2 0.4546950213647055
tif4 0.5765812251989647
xe 0.449550474299403
