7.4940 -0.0809
15.4570 -0.1492
9.8150 0.0264
15.5440 0.0814
9.7810 0.1324
10.3980 0.0218
12.2630 0.0243
9.9440 -0.0644
11.0860 0.1123
13.2760 0.0346
11.8900 0.0354
10.5360 0.0067
8.1270 0.0463
11.4240 0.1287
9.2690 0.0184
10.0930 0.0342
10.5540 0.0436
9.3270 0.0378
10.6660 0.0191
10.2070 -0.0234
13.0400 -0.3343
10.6850 -0.0720
10.8650 -0.0100
12.0480 0.0005
11.2600 0.0135
11.5670 -0.0030
9.8160 -0.0669
10.1250 -0.5588
9.5120 -0.7275
8.3300 -0.0013
8.0340 0.0069
9.6590 0.0586
8.6750 0.0183
9.0810 0.0707
9.9300 0.2152
7.9930 -0.0171
8.7020 -0.0086
9.2920 0.0239
8.8990 0.0048
8.8520 0.0012
8.3480 0.0568
10.4630 0.0129
11.5580 0.0460
16.3010 -0.0639
11.4210 0.0016
14.3730 0.0090
11.0420 -0.0817
9.2660 0.0380
11.4120 0.0440
12.5930 0.0510
13.7110 0.0202
14.2090 0.1632
10.0530 0.0259
9.9810 0.0330
7.5660 -0.1900
15.7080 -0.1799
13.7100 -0.0043
16.0260 -0.1253
9.7710 0.0158
12.4970 0.0349
16.4030 -0.0001
10.8400 -0.0626
9.7200 -0.0987
12.5650 -0.0885
24.5120 0.0002
10.6760 0.0428
11.5860 -0.1974
9.5090 0.0419
4.0610 0.0185
6.1280 -0.0023
13.9400 0.0383
5.2660 0.0043
11.3210 -0.0456
7.9610 0.0007
11.6650 0.0909
7.4870 0.6848
15.5690 0.0271
4.9520 -0.0113
4.2250 0.0265
4.3510 0.0193
9.0270 0.0926
10.8540 -0.1596
13.8690 0.0325
21.3210 -0.1145
10.8070 -0.0390
12.5470 0.2416
11.1730 0.0689
10.7850 -0.2888
10.4680 0.1261
10.5230 0.0433
11.7350 0.0633
3.9250 0.0077
12.5880 0.1143
10.3100 0.0429
10.6450 0.0608
9.2730 0.0833
12.7960 0.0481
13.4860 -1.1131
15.4760 0.2136
99.0000 -86.7671
